Ticker,Company Name,3/31/1979,6/30/1979,9/30/1979,12/31/1979,3/31/1980,6/30/1980,9/30/1980,12/31/1980,3/31/1981,6/30/1981,9/30/1981,12/31/1981,3/31/1982,6/30/1982,9/30/1982,12/31/1982,3/31/1983,6/30/1983,9/30/1983,12/31/1983,3/31/1984,6/30/1984,9/30/1984,12/31/1984,3/31/1985,6/30/1985,9/30/1985,12/31/1985,3/31/1986,6/30/1986,9/30/1986,12/31/1986,3/31/1987,6/30/1987,9/30/1987,12/31/1987,3/31/1988,6/30/1988,9/30/1988,12/31/1988,3/31/1989,6/30/1989,9/30/1989,12/31/1989,3/31/1990,6/30/1990,9/30/1990,12/31/1990,3/31/1991,6/30/1991,9/30/1991,12/31/1991,3/31/1992,6/30/1992,9/30/1992,12/31/1992,3/31/1993,6/30/1993,9/30/1993,12/31/1993,3/31/1994,6/30/1994,9/30/1994,12/31/1994,3/31/1995,6/30/1995,9/30/1995,12/31/1995,3/31/1996,6/30/1996,9/30/1996,12/31/1996,3/31/1997,6/30/1997,9/30/1997,12/31/1997,3/31/1998,6/30/1998,9/30/1998,12/31/1998,3/31/1999,6/30/1999,9/30/1999,12/31/1999,3/31/2000,6/30/2000,9/30/2000,12/31/2000,3/31/2001,6/30/2001,9/30/2001,12/31/2001,3/31/2002,6/30/2002,9/30/2002,12/31/2002,3/31/2003,6/30/2003,9/30/2003,12/31/2003,3/31/2004,6/30/2004,9/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018
GWF,Great Western Financial,375.12,557.59,594.18,493.59,345.07,476.81,406.80,419.64,385.85,374.66,316.54,402.35,291.35,322.71,475.43,760.53,659.70,652.76,889.63,778.98,659.65,628.49,792.43,898.66,"1,085.72","1,163.07",923.17,"1,390.22","1,806.53","1,916.92","1,631.87","1,873.62","2,495.11","2,582.92","2,519.99","1,899.59","1,727.80","1,888.71","2,001.91","1,921.62","1,971.09","2,565.28","3,130.54","2,247.65","2,136.62","2,313.23","1,445.87","1,574.58","2,281.92","2,282.90","2,287.51","2,319.77","2,311.56","2,208.34","1,848.59","2,289.25","2,313.85","2,202.89","2,590.08","2,652.32","2,144.97","2,449.14","2,574.65","2,149.06","2,516.43","2,803.99","3,245.03","3,484.14","3,312.16","3,127.01","3,649.32","3,998.40","5,584.34","7,504.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GWO,Genesis Worldwide Inc,25.19,29.62,28.74,37.00,38.18,55.25,88.48,84.70,78.92,86.48,66.60,68.45,60.91,56.90,53.80,67.18,78.63,88.92,81.45,84.88,78.07,67.05,61.54,54.19,57.87,56.95,54.19,62.02,71.64,59.26,49.60,55.11,59.70,73.52,77.66,62.87,85.53,76.30,58.75,70.57,67.87,60.92,63.22,52.43,58.53,60.86,37.94,38.39,41.68,35.13,34.64,38.39,50.11,37.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GWW,"W. W. Grainger, Inc.",,,,,,,,,,588.51,537.52,527.47,546.15,537.94,607.11,767.51,686.36,838.63,828.40,886.15,821.88,744.56,839.05,827.76,907.18,972.04,888.98,"1,109.91","1,201.22","1,296.14","1,216.10","1,257.02","1,265.12","1,545.19","1,937.58","1,628.08","1,640.33","1,686.56","1,544.59","1,464.03","1,468.66","1,689.84","1,576.94","1,757.56","2,020.01","2,032.26","1,541.22","1,795.84","2,141.53","2,515.30","2,475.99","2,870.53","3,078.16","2,438.02","2,682.04","3,142.56","3,095.69","3,183.20","2,717.97","2,914.39","3,220.97","3,241.40","3,006.82","2,930.81","3,212.02","2,985.97","3,069.48","3,371.79","3,421.41","3,953.59","3,584.86","4,247.47","3,831.42","3,885.50","4,422.05","4,748.80","5,021.34","4,868.73","4,116.19","3,952.73","4,018.19","5,021.50","4,486.69","4,464.64","5,073.68","2,894.41","2,471.67","3,428.96","3,179.29","3,908.47","3,668.45","4,490.21","5,260.37","4,691.16","3,960.98","4,713.63","3,929.04","4,284.71","4,342.03","4,324.53","4,365.46","5,224.91","5,246.96","6,001.26","5,545.44","5,687.68","5,655.36","5,013.97","4,932.36","4,968.63","5,553.09","5,731.30","5,606.55","5,990.42","6,281.09","6,358.90","6,363.56","6,642.57","6,781.65","6,905.03","6,477.73","6,753.32","5,499.68","5,916.88","5,936.36","6,261.77","6,225.64","6,017.43","6,527.88","6,511.61","6,501.91","6,903.73","7,357.46","7,775.26","7,372.49","7,731.15","7,695.71","7,125.62","6,997.25","6,935.43","6,307.46","5,816.49","5,916.18","6,633.92","6,982.03","6,258.27","6,823.79","6,863.44","6,630.16","5,976.66","5,368.12","5,997.20","5,455.27","4,952.41","5,227.01","6,140.94","5,771.22","5,994.52","6,619.44","6,439.80","6,578.95","6,965.54","7,260.58","7,195.92","7,175.66","7,362.00","7,857.84","8,057.92","7,417.17","7,249.51","7,948.23","7,506.86","8,452.05","8,565.76","8,627.92","9,538.15","9,121.13","9,241.84","9,561.05","10,501.48","10,464.77","10,643.49","10,370.02","10,770.51","10,451.80","11,948.53","13,035.90","13,056.13","13,344.74","14,562.91","15,094.05","14,576.29","13,582.42","13,413.38","14,275.22","14,353.97","14,521.93","13,996.99","13,483.42","14,063.70","15,133.70","15,744.18","15,668.06","17,140.51","17,903.41","17,537.61","18,217.94","17,190.08","18,188.06","18,669.75","17,902.74","17,729.21","16,144.89","17,544.87","17,348.14","17,408.85","17,680.52","17,399.95","16,083.32","16,839.10","17,211.85","16,827.56","16,751.20","17,379.16","15,903.16","15,975.32","15,835.11","16,625.18","16,083.12","15,836.85","15,089.14","14,741.45","14,185.28","13,185.69","12,591.71","12,720.42","12,200.48","13,389.02","14,373.22","14,381.24","14,002.88","13,935.42","13,223.57","13,937.17","13,585.51","12,397.71","13,735.05","13,835.13","15,045.59","14,770.98","13,594.58","11,254.84","10,062.19","10,414.90","9,619.35","9,378.78","10,242.69","11,265.54","12,610.91","13,307.73","15,189.68","14,732.85","15,811.92","15,760.38","17,308.69","17,311.73","19,453.80","19,875.37","20,062.85"
GX,Global Crossing Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,349.27","38,855.15","31,997.48","23,117.02","27,366.03","12,654.40","11,948.00","7,660.63","1,597.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,Harcourt General Inc.,,,,,,,,,,,363.13,402.05,416.43,379.74,461.73,298.52,367.06,480.42,456.60,506.79,396.82,587.90,624.85,883.04,"1,130.21","1,282.67","1,079.23","1,283.75","1,646.78","1,928.00","1,429.60","1,507.33","1,747.63","1,795.74","1,809.16","1,327.03","1,122.39","1,345.93","1,406.83","1,754.86","1,765.24","1,655.10","1,846.12","1,787.46","1,606.89","1,539.14","1,200.41","1,358.97","1,596.64","1,640.93","1,550.55","1,428.38","1,675.38","1,817.75","2,098.03","2,787.65","2,715.32","2,878.88","3,469.54","2,820.94","2,579.70","2,735.85","2,677.76","2,746.72","2,829.80","3,093.36","3,044.63","2,975.36","3,226.15","3,555.40","3,929.32","3,262.82","3,289.64","3,369.77","3,506.62","3,875.70","3,924.17","4,224.98","3,436.38","3,781.06","3,150.62","3,666.90","2,962.68","2,887.45","2,723.53","3,977.79","4,320.28","4,192.30","4,082.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAL,Halliburton Co.,"4,042.98","3,939.94","4,881.23","4,999.11","5,346.38","6,441.78","7,723.93","9,827.95","8,955.38","7,041.42","5,686.36","6,148.11","3,925.33","3,321.45","2,849.17","4,177.67","4,018.43","4,816.65","5,043.81","4,778.89","5,078.66","3,961.65","3,706.30","3,092.14","3,327.80","3,177.37","2,771.60","2,987.88","2,407.45","2,354.41","2,303.52","2,582.09","3,709.06","4,027.39","4,149.46","2,606.18","3,574.34","3,090.78","2,686.60","2,979.20","3,205.83","3,525.03","4,011.36","4,552.88","4,837.51","5,130.66","5,487.38","4,873.28","4,944.13","3,901.85","3,651.91","3,049.50","2,463.30","2,852.07","3,671.60","3,082.00","4,136.13","4,350.63","4,236.53","3,637.51","3,340.35","3,865.71","3,594.15","3,780.13","4,154.60","4,082.65","4,772.03","5,797.14","6,529.82","6,371.40","5,932.29","7,549.33","8,570.38","10,037.01","13,618.80","13,608.12","13,179.18","11,687.50","7,566.86","13,026.92","16,947.74","19,937.06","18,090.02","17,780.60","18,244.57","20,949.20","21,804.29","16,150.50","15,746.20","15,274.32","9,691.79","5,624.63","7,435.91","6,944.04","5,633.30","8,165.04","9,046.57","10,054.52","10,619.75","11,389.66","13,362.88","13,318.67","14,875.11","17,343.10","18,198.59","19,455.19","21,853.32","21,014.97","21,615.50","24,184.68","28,346.95","31,515.03","34,829.20","30,040.94","32,642.27","31,775.57","40,832.32","34,873.12","37,695.92","40,353.38","38,502.46","38,306.31","34,399.23","33,636.18","29,336.27","33,357.77","33,925.87","31,221.05","29,702.74","30,894.40","31,713.72","31,748.56","32,860.13","31,534.76","32,063.74","30,790.81","34,182.34","34,735.05","32,259.01","33,404.51","29,227.85","33,710.01","34,616.57","40,050.69","42,379.93","46,296.89","39,301.58","38,529.93","28,402.01","17,687.41","15,730.09","16,248.47","15,417.27","14,632.91","13,879.28","18,139.62","20,570.80","18,570.24","19,918.88","21,379.66","24,454.51","26,345.32","26,480.61","27,139.01","26,345.32","27,288.46","27,270.36","27,746.68","22,477.98","22,224.50","27,114.76","25,641.82","30,171.81","29,067.85","34,523.78","37,136.31","40,929.08","42,872.93","45,521.66","46,189.86","45,887.90","46,665.66","50,331.73","40,804.29","28,067.32","34,377.36","33,862.07","31,754.89","33,843.67","33,668.84","30,540.28","31,585.27","27,745.56","26,204.14","30,736.36","30,393.09","31,255.90","29,964.70","30,948.37","32,191.87","37,750.51","38,679.56","37,654.56","39,863.31","39,005.83","38,884.67","41,284.73","43,851.89","43,988.93","44,981.42","44,684.55","43,047.47","41,571.56","48,499.42","50,107.56","53,263.88","54,589.77","59,969.37","58,677.93","57,504.20","54,867.56","46,728.94","35,762.81","33,330.60","33,889.93","36,484.92","37,283.61","41,650.28","38,629.68","36,647.14","35,719.96","33,634.37","30,215.38","32,846.10","34,104.15","29,131.87","27,206.30","27,707.28","30,659.98","35,465.38","36,243.80","38,916.11","37,515.51","37,036.04","38,646.30","39,764.79","45,893.76","46,758.21","48,902.05","46,213.60","42,665.07","39,777.96","39,179.73","37,157.70","36,922.80","33,903.90","40,138.16","37,269.28","36,432.16","42,663.51","46,880.10","40,524.66","41,072.50","46,366.25","43,522.50","39,607.74","37,287.18","35,063.31","35,625.87"
HAR,Harman Int'l Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,244.15","7,295.35","5,776.28","5,668.86","5,711.68","5,365.78","5,413.38","5,440.20","6,673.12","6,777.12","6,520.63","6,172.11","6,492.66","6,293.53","7,942.35","7,729.81","7,609.29","7,557.17","7,397.56","5,644.56","5,494.13","4,450.96","4,457.61","2,809.06","2,494.08","2,635.74","2,474.11","2,601.90","2,408.15","2,395.35","1,979.93","1,994.12","1,075.21",881.12,979.47,942.01,622.06,792.51,"1,065.35","1,093.40","1,303.40","1,711.06","2,079.21","2,348.90","2,608.67","2,608.67","2,447.06","2,465.78","2,995.56","3,248.31","2,744.97","2,245.75","2,078.19","2,114.35","2,167.72","2,323.50","2,333.94","3,032.56","3,221.09","3,013.77","3,388.70","3,261.90","3,381.04","3,353.01","3,185.25","2,907.76","2,530.80","1,998.63","3,025.13","2,895.34","2,666.79","2,958.43","3,448.24","3,285.41","3,479.82","2,764.26","2,791.05","2,843.91","3,091.56","3,100.29","2,843.48","2,683.43","3,028.02","3,037.52","2,883.84","3,031.94","3,037.37","3,608.30","3,683.05","4,113.20","4,357.91","4,508.34","5,572.80","5,474.33","5,529.05","7,010.69","7,098.81","7,212.00","7,429.59","7,152.54","7,315.98","7,392.26","7,837.41","6,676.92","7,354.51","7,436.04","7,311.34","8,896.25","9,469.98","9,170.76","9,131.55","8,575.24","8,462.82","7,660.22","6,956.35","6,831.80","7,816.07","7,332.72","6,696.54","5,292.25","5,455.17","6,334.48","5,415.80","5,520.22","5,067.26","5,830.67","5,909.92","5,893.17","5,574.36","7,624.62","7,759.41","7,759.41","7,791.52",,,,,,,,,,,,,,,,,,,
HAS,Hasbro Inc.,,,,,,,,,,,,,,,,,,,,,,,465.06,501.65,654.86,932.40,740.46,837.89,"1,168.61","1,522.56","1,413.97","1,026.93","1,247.29","1,313.71","1,103.32",700.30,768.53,821.56,788.77,828.89,948.64,"1,121.64","1,298.46","1,100.83","1,112.98","1,063.41",696.07,883.03,"1,381.88","1,581.75","1,670.03","2,326.97","2,055.33","2,448.12","2,953.82","2,844.55","2,706.52","3,301.77","3,451.11","3,182.57","3,057.34","2,605.90","2,596.60","2,549.69","2,957.68","2,786.09","2,733.93","2,707.70","3,221.52","3,104.42","3,199.05","3,340.10","3,517.32","3,616.78","3,556.50","4,203.39","4,698.77","5,222.41","3,888.15","4,726.42","5,678.75","5,460.51","4,185.90","3,669.89","2,933.50","2,592.20","1,971.21","1,831.79","2,222.97","2,492.06","2,415.57","2,803.76","2,730.14","2,347.97","1,927.05","2,000.08","2,404.46","3,029.50","3,244.98","3,713.00","3,795.01","3,351.26","3,324.69","3,430.59","3,469.53","3,738.60","3,631.22","3,373.57","3,598.24","3,707.00","3,912.06","3,705.32","3,517.37","3,360.11","3,641.91","3,599.10","3,781.02","3,611.38","3,755.55","3,438.43","3,299.90","3,223.36","3,328.38","3,320.73","3,721.51","4,240.07","4,248.70","4,328.12","4,510.77","4,490.12","4,603.76","5,060.63","5,123.87","5,005.94","4,465.66","4,547.37","4,494.17","4,811.73","4,084.19","3,762.10","3,819.46","3,674.80","3,978.54","4,973.28","5,024.20","4,952.11","5,368.02","5,276.24","4,898.16","4,103.90","3,730.56","4,060.46","3,358.90","3,187.87","3,491.47","3,727.65","3,553.21","3,389.60","3,705.63","3,971.62","3,882.09","3,814.94","4,103.92","4,437.49","4,228.49","4,879.32","5,220.24","5,393.38","5,839.90","5,978.08","5,893.62","5,643.34","6,223.61","6,466.91","6,491.05","6,425.68","6,004.84","6,153.10","6,418.95","6,415.07","6,231.53","5,984.94","5,389.58","5,205.42","4,381.74","5,114.05","4,618.95","4,113.33","4,502.87","4,543.64","4,723.73","4,765.55","4,593.02","4,392.02","4,644.89","4,884.89","4,970.84","4,686.94","4,996.99","4,664.38","4,855.37","5,152.33","5,657.01","6,126.36","5,754.56","5,799.84","5,967.40","5,912.91","6,115.28","6,700.35","6,983.41","7,137.82","6,373.57","7,222.87","7,283.11","7,209.16","6,970.90","6,886.53","6,484.11","6,713.25","7,011.57","7,334.10","7,440.37","6,911.25","6,902.46","7,747.12","7,861.49","8,821.57","8,978.67","9,309.78","9,834.86","9,316.51","9,010.50","9,596.30","9,108.77","8,394.67","9,257.07","9,468.20","9,996.08","10,572.97","10,885.24","10,473.72","10,186.89","10,250.85","9,948.62","10,460.28","10,655.65","9,707.26","10,296.26","12,088.21","12,478.50","12,389.74","13,158.55","13,947.53","13,243.33","12,288.98","12,165.29","11,532.55","11,586.11","11,311.26","11,769.24","11,893.69","10,536.49","11,010.19","10,842.71","11,753.37","12,682.84","12,644.65","13,384.40"
HBAN,Huntington Bancshares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,892.29","6,902.50","7,008.10","6,474.88","5,319.74","6,344.67","6,511.97","7,350.63","6,117.14","5,486.60","5,046.98","3,565.36","3,692.05","4,061.25","3,576.65","4,104.08","4,346.71","4,318.01","4,939.70","4,801.56","4,376.06","4,407.05","4,297.65","4,460.55","4,539.56","5,149.91","5,053.13","5,271.84","5,721.45","5,717.56","5,308.50","5,199.89","5,541.38","5,449.73","5,417.12","5,607.60","5,083.22","5,537.40","5,186.55","5,326.68","5,467.60","5,419.68","5,199.26","5,372.84","6,001.93","5,916.75","5,768.89","5,783.61","5,779.74","5,681.77","5,684.14","5,798.16","5,776.81","5,586.50","5,481.83","5,451.96","5,145.81","5,228.14","5,298.47","5,364.53","7,014.41","6,297.57","6,213.41","6,553.23","5,740.94","5,400.65","4,926.22","4,475.49","3,937.13","3,438.86","3,262.92","2,113.03","2,570.70","2,680.22","2,925.54","3,459.35","2,928.40","2,803.94","1,054.25",534.57,607.82,"1,103.15","1,702.40","2,272.25","2,326.15","2,594.72","3,297.13","2,722.13","2,731.49","2,609.93","3,428.50","3,445.80","3,862.78","4,843.93","4,414.10","3,969.83","4,342.74","3,799.37","4,078.94","4,058.97","4,188.05","5,930.62","6,250.43","5,905.24","5,739.39","5,862.48","5,698.43","5,663.90","5,223.10","4,333.88","4,143.95","4,475.91","4,536.39","4,743.77","4,944.40","5,056.61","5,584.53","5,784.68","5,654.97","5,533.92","5,339.25","5,656.86","5,922.97","5,475.10","5,278.34","5,466.55","5,865.98","5,919.30","6,216.90","6,013.89","6,500.37","6,601.03","7,093.72","6,836.52","6,853.12","7,305.28","7,615.85","8,014.50","7,548.21","7,921.48","8,384.59","7,582.39","7,673.45","7,896.94","8,022.96","8,039.30","7,949.43","8,071.24","8,234.13","8,568.06","8,160.83","8,861.68","8,960.95","8,780.61","8,998.92","9,144.45","9,371.78","8,761.45","8,512.50","8,739.35","9,312.94","8,811.05","6,820.63","6,956.47","7,610.50","8,014.69","8,348.16","7,141.87","7,591.96","10,860.48","10,697.74","11,498.70","13,516.40","14,340.83","14,677.11","15,338.83","14,556.54","13,980.36","13,632.48","14,737.02","14,442.72","13,723.31","15,090.01","14,917.05","15,565.62","15,608.71","17,345.40","16,830.82","16,637.12","16,427.78","16,383.71","16,298.39","17,049.26","17,899.52","16,475.07"
HBI,Hanesbrands Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,431.01","12,457.05","12,797.08","13,383.51","12,463.70","12,118.58","11,647.68","12,514.79","12,017.18","11,531.32","11,978.00","11,158.71","10,996.69","10,959.32","10,219.39","9,487.00","10,064.60","10,026.76","9,539.40","9,713.19","8,779.66","8,152.27","8,961.08","7,562.68","7,733.06","7,942.11","7,519.70","8,440.32","8,352.86","8,841.20","8,983.05","8,202.87","7,615.91","7,530.23","7,821.94","6,986.44","6,637.90","6,655.92","6,569.44","7,938.30","8,024.82","6,323.24","6,644.09"
HBJ,Harcourt Brace Jovanovich,168.25,165.08,165.12,140.63,119.74,136.21,147.20,148.87,169.32,162.73,131.94,159.47,127.52,123.01,161.37,165.64,215.56,247.32,255.62,245.43,249.82,275.62,356.22,427.12,474.10,681.71,604.76,848.63,"1,055.69","1,295.90","1,285.52","1,069.44","1,384.79","2,897.53",600.20,420.67,480.76,635.75,741.71,682.17,720.06,"1,056.77",884.05,346.18,209.97,228.19,91.13,68.53,64.16,36.45,40.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBL,Heublein Inc,605.25,555.03,581.74,634.00,527.57,648.49,638.23,608.89,727.95,691.44,601.18,736.03,764.54,808.73,"1,199.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBOC,HBO & Co.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,146.24","12,946.26","15,145.23","12,447.08","13,346.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCA,HCA Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,374.25","11,154.11","13,596.33","12,702.94","15,748.52","13,211.83","15,630.44","19,153.18","20,946.01","22,625.31","25,846.53","23,982.91","25,465.12","27,363.58","22,598.25","25,695.57","18,740.66","19,006.22","20,747.52","18,134.09","12,524.18","15,456.52","11,828.14","12,478.78","11,511.19","15,894.14","13,725.03","16,303.09","19,941.19","23,388.63","21,401.05","23,341.58","21,829.85","19,039.68","21,776.58","23,418.97","23,680.55","21,255.97","20,296.97","15,718.73","17,638.39","20,384.69","19,274.35","19,323.92","17,612.41","18,471.31","20,579.15","21,822.59","22,088.30","23,024.28","22,265.60","24,991.47","21,719.25","21,741.30","21,658.07","21,780.10","23,045.59","22,859.68","22,216.90","21,682.75","18,679.16","17,904.09","18,132.53","17,607.88","20,060.33","20,125.62","21,149.22","21,416.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,769.84","30,088.08","31,559.29","31,047.49","33,903.89","37,587.20","38,536.00","35,963.93","32,119.25","28,043.48","27,745.88","27,570.59","27,744.26","27,473.46","30,889.69","31,906.82","30,510.03","30,115.07","30,162.00","28,606.71","28,637.00","28,977.78","26,561.49","27,734.26","30,079.79","32,687.61","32,810.17","31,047.81","30,199.81","31,644.44","29,154.98","28,545.32","28,412.04","27,005.54","30,343.30","30,752.08","35,415.31","34,746.63","34,045.84","33,603.59","36,200.90","35,577.58","43,077.99","46,503.98","48,241.25"
HCA (Old),Hospital Corp of America,487.21,550.11,628.38,865.84,854.41,"1,060.04","1,421.96","1,641.17","1,803.29","1,973.43","1,953.64","1,788.23","1,604.41","1,598.25","2,484.17","3,423.85","4,081.55","4,521.89","3,958.39","3,402.29","3,463.98","3,474.90","3,565.01","3,324.87","4,130.73","4,333.91","3,491.00","3,090.34","3,360.31","3,138.46","3,194.78","2,486.39","3,044.34","3,798.57","3,763.49","2,566.45","2,189.38","2,649.42","3,098.30","3,127.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
